grade_review;level_grade_review;id_date;id_reservation;id_room;id_client
5.0;0;20221201;a7d4f612-1dcb-4597-8a91-6db759307656;49bee996-2e84-4261-b7e5-4d0831159a65;9ae8144f-a10e-417e-9fc7-a1cdf26d9521
7.0;1;20221201;8c2c928a-4982-48d0-9bcb-42e71b231387;49bee996-2e84-4261-b7e5-4d0831159a65;e74b458d-ec40-4632-8449-2d244cb06dcb
7.0;1;20221201;f2e506c3-3c2f-40e3-8d3d-b10ce14ff942;49bee996-2e84-4261-b7e5-4d0831159a65;fa3cb039-9a38-4183-a2ed-ae317dc72ee4
5.0;0;20221201;535d7966-4bdc-48ee-bb20-287963c29374;49bee996-2e84-4261-b7e5-4d0831159a65;20a1c518-e4f6-416a-adad-cef4b0d52dc3
9.0;2;20221201;a233fe3f-a82e-43ea-944a-470d0043ac2b;49bee996-2e84-4261-b7e5-4d0831159a65;d5614701-0bd9-4c85-b5d1-e54f507c747b
6.0;1;20221201;4ed3fd2c-6531-455d-a603-f01795087229;49bee996-2e84-4261-b7e5-4d0831159a65;c77b515a-900a-4a3a-9510-a5773c29cf22
9.0;2;20221201;cf5a37ef-a584-4286-a0ba-d1b7cb1138c9;49bee996-2e84-4261-b7e5-4d0831159a65;7c660f14-053a-47bc-a858-92dd5369db36
8.0;2;20221201;d1e71482-31d4-4818-bdb4-ddbb7f9bde88;49bee996-2e84-4261-b7e5-4d0831159a65;8cb164a2-fc65-48c9-96a1-88d251de4ba2
8.0;2;20221201;e4fbfd6d-db20-48b4-b24b-66e757d6185d;49bee996-2e84-4261-b7e5-4d0831159a65;9ed00068-8f30-47ae-a633-efa7b7d579c2
10.0;2;20221201;39d53b82-02e5-437c-9522-adc1e268667b;49bee996-2e84-4261-b7e5-4d0831159a65;2533e694-0ebe-49dc-8bc5-5457926f0a99
9.0;2;20221201;9193d8cd-6051-4a26-9d93-307d2cf74ec2;49bee996-2e84-4261-b7e5-4d0831159a65;99abb2d1-554b-42e2-b279-31309497b2a9
5.0;0;20221101;879d9980-b4b1-44e6-bba7-fe0ea505db61;49bee996-2e84-4261-b7e5-4d0831159a65;29e1116e-8b12-40e0-8fea-f8f404008a6c
7.0;1;20221201;85a83787-ea2a-4476-8c9b-c198cae25400;49bee996-2e84-4261-b7e5-4d0831159a65;58ec2688-9b1b-48e5-b58a-8d1375a12383
5.0;0;20221201;b4be32a0-8b0b-4127-ad74-e95c3196a6c9;49bee996-2e84-4261-b7e5-4d0831159a65;f39745c6-7d72-43be-8c7c-9a0c507b15ff
7.0;1;20221201;2a73790c-e45b-4e00-877e-ba2695feee3b;49bee996-2e84-4261-b7e5-4d0831159a65;d7aa9bb6-4388-4fc0-bf03-364327257aba
8.0;2;20221201;8e657f6b-8d4c-464e-a7a0-c805209a2dde;49bee996-2e84-4261-b7e5-4d0831159a65;dcc4ce07-941e-4ccd-85e8-80a992f4c6a3
8.0;2;20221201;c65d6be0-d366-4903-905b-282506b6f3bd;49bee996-2e84-4261-b7e5-4d0831159a65;8e7a0b88-1216-43e8-ae2b-502cb5a50ce1
5.0;0;20221201;29a5c542-7ac6-4daa-b0ac-bfbb75ff7614;49bee996-2e84-4261-b7e5-4d0831159a65;975ce908-bbb5-43f2-99a1-10adbe234bf0
6.0;1;20221201;2f9f6618-f226-461f-8056-508a12a0eb3b;49bee996-2e84-4261-b7e5-4d0831159a65;14e6866f-e108-4c5b-8fea-ff7cb4277412
7.0;1;20221201;8099df4b-0435-49dd-a10f-662651cdb17c;49bee996-2e84-4261-b7e5-4d0831159a65;93d4122d-96ad-4230-953a-e45d38ed4750
6.0;1;20221201;c6bdf051-4779-441c-9531-42ea5c52c5fe;49bee996-2e84-4261-b7e5-4d0831159a65;36f1f6f0-3a51-4086-abf5-2e0da2655321
3.0;0;20221201;da5a9c76-9a8b-4d57-97a6-4c3438079f5d;49bee996-2e84-4261-b7e5-4d0831159a65;bdf5d5c2-e3f7-45a0-a024-33f7e425a49d
8.0;2;20221101;7fae1852-7590-45ba-bfb4-f85cc062e7f4;49bee996-2e84-4261-b7e5-4d0831159a65;aed3d2f2-5fac-454a-8817-ccbb368776ba
10.0;2;20221101;7889a422-cb2f-4434-bb73-7b6423f3ef6d;49bee996-2e84-4261-b7e5-4d0831159a65;377b5326-33da-449c-9964-c742a2b3519d
10.0;2;20221201;c218dfd7-0ebb-443f-8633-cc2ca83c9bff;49bee996-2e84-4261-b7e5-4d0831159a65;fc5ef5b2-e70b-43dc-a215-42729e756a67
9.0;2;20221101;111c8041-377e-423b-bc6f-1d45eae199f3;49bee996-2e84-4261-b7e5-4d0831159a65;e803aa66-0902-42c2-8461-562fdfd5151e
7.0;1;20221101;62108018-7817-4695-b8dd-e77c876e8b84;49bee996-2e84-4261-b7e5-4d0831159a65;4865c717-bbad-4160-9ae8-a575b56147a4
10.0;2;20221201;4dcf06d3-e234-41d4-8cc9-c6499e1dfc13;49bee996-2e84-4261-b7e5-4d0831159a65;7fa16b95-30c7-4b63-a630-41aa4b81b759
8.0;2;20221101;c0ec1ca5-ec9b-4f13-a076-10f4eb16c579;49bee996-2e84-4261-b7e5-4d0831159a65;8f3363db-7e47-4463-81d3-3d6d73fe2fa6
8.0;2;20221101;01678c86-ff7c-460d-8424-7e557defdbc4;49bee996-2e84-4261-b7e5-4d0831159a65;e95ed507-f897-447e-8621-fdfbc3bf0f31
8.0;2;20221101;f48f1e72-dea4-4066-911c-e33edc6dc521;49bee996-2e84-4261-b7e5-4d0831159a65;4009ff93-118c-4361-96b2-0db892c15bd5
9.0;2;20221101;4bf97a66-13f9-4ad5-a20f-c01167685856;49bee996-2e84-4261-b7e5-4d0831159a65;473727aa-6cb3-4f9f-a1c3-040828f0b96c
10.0;2;20221101;198e016f-b046-460c-8669-9eb7a0d40e84;49bee996-2e84-4261-b7e5-4d0831159a65;60b45a5f-bbbe-4d4c-9946-e5004841ad1a
10.0;2;20221101;f79503bb-4da8-4b48-b95b-4a99e2c002ef;49bee996-2e84-4261-b7e5-4d0831159a65;75a7e8b7-a6c2-4874-af08-74974b69622b
8.0;2;20221101;43d32787-ceeb-4847-ba7a-8d01e7ba1ebc;49bee996-2e84-4261-b7e5-4d0831159a65;fa6188f1-8040-4eee-8ffc-bdce452e2581
7.0;1;20221101;cfa89fa9-b0ed-460d-898c-173e52a2a9d8;49bee996-2e84-4261-b7e5-4d0831159a65;fc7f30a6-3a46-4a9e-9bee-855fcf47cc2b
1.0;0;20221101;b4c057ff-fc28-40b8-a759-91406c19b6e0;49bee996-2e84-4261-b7e5-4d0831159a65;697a2d84-f202-4957-bffe-cf07d276b629
8.0;2;20221101;13c375bc-b7e1-48d3-93d8-5481b24d8fb8;49bee996-2e84-4261-b7e5-4d0831159a65;53943819-6d20-4f83-8ddb-de9315d82722
6.0;1;20221101;6cfb73ec-4d0f-48a4-81ca-15a5821b8f20;49bee996-2e84-4261-b7e5-4d0831159a65;22ede14d-dba5-4c77-955f-4ed44d09714a
7.0;1;20221101;00e26bbe-929e-41bf-9010-7c1d1c48ee7f;49bee996-2e84-4261-b7e5-4d0831159a65;38c5189c-109b-4d28-a3f5-90d8f7c9bac3
7.0;1;20221101;7dfb95b9-3e0d-44cd-ab83-a3b8de273e73;49bee996-2e84-4261-b7e5-4d0831159a65;3c39d349-5843-4791-b870-9a4dd899c47c
10.0;2;20221101;c08384cb-6ebb-48a3-a06c-b789e27b6926;49bee996-2e84-4261-b7e5-4d0831159a65;6388e8d3-bed8-47bb-b099-8d979e1ec0d6
9.0;2;20221101;144374cb-1a89-4ade-910e-2d0f9d08210f;49bee996-2e84-4261-b7e5-4d0831159a65;34ae395e-8601-484e-a7fe-99569bc83a7a
5.0;0;20221101;67dea3c9-9ce8-4c5a-82f3-5e6f7aae56e3;49bee996-2e84-4261-b7e5-4d0831159a65;83828793-a420-440b-87e9-6b02a01b2ece
10.0;2;20221101;60a0aa28-e9b0-458f-91f6-603c532dfed3;49bee996-2e84-4261-b7e5-4d0831159a65;ccf66451-18c2-420a-aba5-15b923ff8ccd
9.0;2;20221101;b8f25a18-134a-48a9-aff4-06e7dbe3e209;49bee996-2e84-4261-b7e5-4d0831159a65;97ca1620-d717-4b1d-a21a-ae4857a0016c
8.0;2;20221101;0028bd02-6cac-406c-b89a-22f00f366461;49bee996-2e84-4261-b7e5-4d0831159a65;56fc9fde-0e22-453b-b60f-c6bc605911c2
7.0;1;20221101;9eef1fba-0997-4f9f-995c-026850cfe726;49bee996-2e84-4261-b7e5-4d0831159a65;5ccb618b-eb36-4267-b90a-1854a2dc2b11
7.0;1;20221101;49209cb5-a7ac-425f-83fc-5bf3fdc41a0b;49bee996-2e84-4261-b7e5-4d0831159a65;65046d09-9c0c-4ea6-be62-aa868b1ee0f4
9.0;2;20221001;e9d7ff22-8703-4365-a211-9acd5c048f27;49bee996-2e84-4261-b7e5-4d0831159a65;60c237fd-ebed-454e-9127-158129a39dc9
6.0;1;20221101;2da6f88e-6beb-4c69-84a1-130da6d5b2d2;49bee996-2e84-4261-b7e5-4d0831159a65;7974faa7-fb8a-4b55-a870-b7efec43583d
5.0;0;20221101;c6068c76-532e-47a9-bc9d-5dd74cc420a9;49bee996-2e84-4261-b7e5-4d0831159a65;51d464a9-e056-4c03-adbe-9e0e3c468a7b
8.0;2;20221101;1513c0dd-5447-4f7b-b2c1-06dd2783da9b;49bee996-2e84-4261-b7e5-4d0831159a65;b00af27e-93d6-49e6-923a-a0c83d995d3b
10.0;2;20221101;161604c3-f6d0-4f3e-86d2-b336ca6e1656;49bee996-2e84-4261-b7e5-4d0831159a65;d1b56463-1755-4b23-b21b-3039e3865df6
8.0;2;20221101;a6ca091b-9987-4cfb-8c4a-75b94491550d;49bee996-2e84-4261-b7e5-4d0831159a65;8e12865f-1a49-49b7-9ad0-2ed716b04928
7.0;1;20220901;442eb481-ed87-470e-b6d5-1610a4664742;49bee996-2e84-4261-b7e5-4d0831159a65;db512f6e-27bc-4105-981d-508abd227107
7.0;1;20221101;895b6154-9e0d-41ea-88a8-58e7fd789969;49bee996-2e84-4261-b7e5-4d0831159a65;71d82c4c-46fa-4904-80ef-2440aa9d821b
6.0;1;20221101;c3a023da-0c6e-4a98-b4c5-1cb634fc94ea;49bee996-2e84-4261-b7e5-4d0831159a65;0636733a-d9f2-4c5d-b569-3193adfe0f7c
8.0;2;20221101;6a2cf2cd-35ac-42ae-a718-2da7c793206b;49bee996-2e84-4261-b7e5-4d0831159a65;a8622696-651a-47bc-a59d-230154176021
10.0;2;20221101;1f6beef3-e31c-48e1-8abc-c1887a261cfb;49bee996-2e84-4261-b7e5-4d0831159a65;7568fe24-d5a9-4758-bb17-9c17805ab9ba
6.0;1;20221101;4d78c1fd-b5eb-4447-b94e-3a98dc30b128;49bee996-2e84-4261-b7e5-4d0831159a65;596792c5-9093-44bf-af83-e8adf57cf8da
10.0;2;20221101;5fbd5fb6-0b22-478a-b2ea-a9eb175cc7e2;49bee996-2e84-4261-b7e5-4d0831159a65;14fa142e-2947-4be8-8fec-d5da4d94b5ec
5.0;0;20221101;71517ef5-75ec-4d9d-8993-7bdefbe7ed0a;49bee996-2e84-4261-b7e5-4d0831159a65;13a41662-ce55-4b9a-9ead-539e931bb326
10.0;2;20221101;40399297-d5f4-43ab-8e3e-5cc0f3ff90fb;49bee996-2e84-4261-b7e5-4d0831159a65;eadfa9a5-b034-48ac-911d-446a55bd5cea
8.0;2;20221101;114582df-ab1e-449e-8c12-51a28ca360d5;49bee996-2e84-4261-b7e5-4d0831159a65;230a49fc-c772-4d51-b369-7316fba29af6
7.0;1;20220901;84f8b6ed-cb46-4ba4-ac64-983ab7fb6aed;49bee996-2e84-4261-b7e5-4d0831159a65;dde9a815-bc5f-44fe-8d26-d852b4f66c0d
9.0;2;20221001;d164939e-baf4-479f-b383-e5e1c39ac554;49bee996-2e84-4261-b7e5-4d0831159a65;d1e9bf2a-96d9-4b18-a0db-42d40f086934
9.0;2;20221101;92f7f9a0-c8ee-4554-807a-5cde0147473f;49bee996-2e84-4261-b7e5-4d0831159a65;b90da3aa-956c-4d34-bd07-c53d1e4d7007
9.0;2;20221001;6d00c126-b368-439c-8446-d299bb89a004;49bee996-2e84-4261-b7e5-4d0831159a65;231c6d10-dc49-493e-8f2e-f2f3e7cc72e9
9.0;2;20221001;66c62e71-effe-4de5-b877-5a30fec3ea08;49bee996-2e84-4261-b7e5-4d0831159a65;50cdb011-6cdb-41eb-b7c8-ec7dc53d613d
7.0;1;20221101;def4143c-ebed-4e03-9129-298e1e2c6a82;49bee996-2e84-4261-b7e5-4d0831159a65;cb58ef05-297c-438c-b3f8-542544909519
8.0;2;20221001;831b9222-3867-4565-8fbf-c6cd12008130;49bee996-2e84-4261-b7e5-4d0831159a65;6d6c504f-c76d-421e-94ce-6864de2bf099
7.0;1;20221001;b4bdcf2f-9115-41a9-ae27-7c2a5a357cb3;49bee996-2e84-4261-b7e5-4d0831159a65;3e1d11a2-4d44-409d-a56b-20c39f01a379
5.0;0;20221001;bcb9de11-7e0a-411f-8e5c-d420c15d191b;49bee996-2e84-4261-b7e5-4d0831159a65;7273b332-f1f1-4324-b5e4-2e7f3f9abc25
3.0;0;20221101;3ab281a1-2d8e-4605-a23c-29b7854e2226;49bee996-2e84-4261-b7e5-4d0831159a65;fe1a5b36-142c-481d-9db8-c2d85f7da2fa
7.0;1;20221101;6e2e72d8-1ec7-4883-8744-1e1313ebfda6;49bee996-2e84-4261-b7e5-4d0831159a65;cf8912fe-c5c8-4a21-b4f3-21f444aa11a9
10.0;2;20220901;e8e064f3-25d8-45c9-b07f-a11fbf88c13c;49bee996-2e84-4261-b7e5-4d0831159a65;5d117554-8348-41f2-9852-ed542e33089d
6.0;1;20221001;c6546d38-b9eb-45da-8284-d26358d73fae;49bee996-2e84-4261-b7e5-4d0831159a65;73526bdc-c7bd-4551-83db-3cb608b439c7
7.0;1;20220801;8a76ca07-739c-4db6-9c0b-87c74f02fb02;49bee996-2e84-4261-b7e5-4d0831159a65;0f6fca14-d68c-4a2a-aa28-0ca3a3a0f5b6
8.0;2;20221001;6cdc5794-76e9-4561-a947-27f51ecfafd6;49bee996-2e84-4261-b7e5-4d0831159a65;0cebb497-dd20-4e46-b618-0fbea7fe83fd
4.0;0;20221001;6d8017be-612c-4861-aa96-3f96a23df971;49bee996-2e84-4261-b7e5-4d0831159a65;79597ecd-b2b9-47e4-9ddb-3330cd6338a3
8.0;2;20221001;478774b5-cadc-4c53-b70c-5e5488044ee2;49bee996-2e84-4261-b7e5-4d0831159a65;c80680f7-c005-4bbb-9b31-025648665c8f
6.0;1;20221001;53c83175-370f-460a-a675-75eb8df5a2e0;49bee996-2e84-4261-b7e5-4d0831159a65;9fd298de-bc82-4d63-a921-6d6cc52b3e6e
8.0;2;20220901;50e8c6dc-2283-4846-a503-2f3b9e3c41b3;49bee996-2e84-4261-b7e5-4d0831159a65;edc128c8-2f3e-4cf9-83b4-3365e9d77719
8.0;2;20221001;af26753c-f0d1-4371-a742-4a4b9b93080c;49bee996-2e84-4261-b7e5-4d0831159a65;0d8de50c-2a6c-44a2-8a5b-29d065da0d2f
7.0;1;20221001;00ede910-a57c-4c45-ac81-8b7bec333961;49bee996-2e84-4261-b7e5-4d0831159a65;bbd4844a-1642-43a5-b84a-46dee8722627
7.0;1;20220901;bb420e4b-5a4e-4e44-a233-8d115f14e537;49bee996-2e84-4261-b7e5-4d0831159a65;902e6735-fae4-4ce5-9e5e-f7fed8af169c
8.0;2;20221001;6ed22769-31ce-435b-baf9-26c49e1ba080;49bee996-2e84-4261-b7e5-4d0831159a65;0c8c766f-0c5b-477b-b0ab-ca218c33819b
1.0;0;20221001;f18a5728-9787-4b4e-a5f4-ee16013c596d;49bee996-2e84-4261-b7e5-4d0831159a65;a7317229-f6ac-4148-b21b-d01fb8d857bf
8.0;2;20221001;88a2b518-5d07-42f7-bc2e-06b5b2124e04;49bee996-2e84-4261-b7e5-4d0831159a65;1a4880cc-04d7-44fb-b010-2e2f6744b088
10.0;2;20221001;e307ac60-2b06-4f91-ae56-1e1a5ba31972;49bee996-2e84-4261-b7e5-4d0831159a65;2ed16151-7ecf-433c-b625-db4c9287d67f
8.0;2;20221001;5b6751fd-7464-4068-9fb4-61e6e93a646c;49bee996-2e84-4261-b7e5-4d0831159a65;c28d6518-d4f3-41a2-b1e5-6d9e32681767
8.0;2;20221001;d83ea803-a714-442b-a8f1-9b5bd1d73715;49bee996-2e84-4261-b7e5-4d0831159a65;f58f3fd0-e064-4349-af77-ae91a1ec0fb8
9.0;2;20220901;d623e6c6-0b31-4c60-9be6-4edddbd6b31c;49bee996-2e84-4261-b7e5-4d0831159a65;012d6687-7bed-4b1e-8175-6d2fc0f96a03
10.0;2;20221001;dde3ce0b-df69-4dfc-bf4b-9bbbe181a50c;49bee996-2e84-4261-b7e5-4d0831159a65;f374ee54-15ba-49c8-8bd9-01a7f5c0db64
8.0;2;20221001;eb1ee51f-1457-4e69-881d-1c12916364df;49bee996-2e84-4261-b7e5-4d0831159a65;a4a42f60-f94c-403f-9d46-c13b6f73bb4b
8.0;2;20220801;f3a5a447-1954-4c7b-a459-fa5adf869862;49bee996-2e84-4261-b7e5-4d0831159a65;426b8f44-579e-4906-8661-0d6ec2773337
8.0;2;20221001;4c7329f6-b60c-4ebb-afd0-d7b0b9f3942a;49bee996-2e84-4261-b7e5-4d0831159a65;4be8b419-d6c9-4410-bdc7-c80d4b668d89
7.0;1;20220801;3339a58e-40e2-4214-9b76-1bf537e4f216;49bee996-2e84-4261-b7e5-4d0831159a65;a9179be3-2dde-4dda-8104-52c17b6d4b23
6.0;1;20221001;01095a9f-8ff2-44dd-845c-684fe2e2d51b;49bee996-2e84-4261-b7e5-4d0831159a65;cfc9a5e9-f2d6-4040-986d-468bf6f03f00
10.0;2;20221001;86a6f5ab-619e-401f-b155-15b7adb99c9a;49bee996-2e84-4261-b7e5-4d0831159a65;8f8dd651-58b2-4d82-9514-f4e0a04ab785
9.0;2;20221001;49d9bfa7-27a1-4cba-9734-ff49aadce9be;49bee996-2e84-4261-b7e5-4d0831159a65;d37f5b90-2f57-4c10-96ad-2a7288a48540
9.0;2;20221001;57be3fea-8f3a-4cdb-b3ff-80ead279b7c3;49bee996-2e84-4261-b7e5-4d0831159a65;9c7e4c6b-b541-4f0e-8c9d-6daa47477868
7.0;1;20221001;9f59a924-ca46-4fce-92fb-1091b13dd12b;49bee996-2e84-4261-b7e5-4d0831159a65;7c8a49d6-9917-4085-905d-ed6a583e27a1
8.0;2;20221001;8c9c5d1a-c185-44dc-9a84-48f4a9140c01;49bee996-2e84-4261-b7e5-4d0831159a65;814cd2da-3205-431c-988f-93dbe15c2c3f
3.0;0;20221001;358cf1d8-8b99-4f55-84ba-0446c9ea225a;49bee996-2e84-4261-b7e5-4d0831159a65;34edcefa-1e8f-4af4-9d0e-79035c6cfc72
8.0;2;20221001;b457cefe-6970-4ef1-9c70-d04c1e1d7480;49bee996-2e84-4261-b7e5-4d0831159a65;b42fcacd-fe48-4a12-971e-3e42ba0291bf
7.0;1;20220801;afda329d-813c-496b-b72a-abc932749a69;49bee996-2e84-4261-b7e5-4d0831159a65;e7e6d4af-19cf-4cbe-a9bf-c5f4c000fce6
10.0;2;20221001;800eecb8-bd8a-4503-88d5-d4e063831f8e;49bee996-2e84-4261-b7e5-4d0831159a65;51acd283-bc12-460f-adff-46d6d9f1d191
9.0;2;20221001;427ce6be-2a8f-4b3d-89d6-e45be12e79cf;49bee996-2e84-4261-b7e5-4d0831159a65;6211489d-ac3d-4b64-a0ed-cb753c6eb70f
8.0;2;20221001;2404be10-fece-4923-b8ef-5e9cdd43c000;49bee996-2e84-4261-b7e5-4d0831159a65;23aa9e1d-0cd3-4910-99f9-7b436236917d
10.0;2;20220901;36a987aa-4b21-46be-8519-c2e465478da1;49bee996-2e84-4261-b7e5-4d0831159a65;c7d89370-36ef-4ce1-b735-4be8127dbd80
10.0;2;20220901;44e88328-8e18-42ae-b141-e5e9a1738c73;49bee996-2e84-4261-b7e5-4d0831159a65;5c1a9c91-a10e-44f9-b31e-42eb67855b06
8.0;2;20221001;2ecd34ed-3618-4ee0-a02b-b8709b12bef1;49bee996-2e84-4261-b7e5-4d0831159a65;7fed1bfc-b85c-44f0-b9b2-2d785bc7a8ca
