Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel
Ludovica;Italie;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Très bien;8,0;;;0;LudovicaItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023Très bien;Santa_Fe
Francesca;Italie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Exceptionnel;10;;;0;FrancescaItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023Exceptionnel;Santa_Fe
David;Allemagne;Chambre Standard Cars - Proche Commodités;2 nuits ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 3 janvier 2023;Bien ;7,0;;;0;DavidAllemagneChambre Standard Cars - Proche CommoditésDécembre 2022CoupleCommentaire envoyé le 3 janvier 2023Bien ;Santa_Fe
Alexandra;France;Chambre Standard Cars - Proche Commodités;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Carstatique !!;8,0;l’ambiance, la proximité des parcs;les navettes archi blindées;0;AlexandraFranceChambre Standard Cars - Proche CommoditésDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023Carstatique !!;Santa_Fe
Mary;Italie;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;giorni da sogno;10;;;0;MaryItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023giorni da sogno;Santa_Fe
Bal;Turquie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Bien ;7,0;;;0;BalTurquieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023Bien ;Santa_Fe
Marie;France;Chambre Standard Cars;1 nuit ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 3 janvier 2023;top;7,0;déjà plusieurs nuits dans cet hôtel;le bruit dans les couloirs;0;MarieFranceChambre Standard CarsJanvier 2023FamilleCommentaire envoyé le 3 janvier 2023top;Santa_Fe
Marco;Allemagne;Chambre Standard Cars;2 nuits ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;Agréable;6,0;;;0;MarcoAllemagneChambre Standard CarsJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023Agréable;Santa_Fe
Pat;Pays-Bas;Chambre Standard Cars - Proche Commodités;2 nuits ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;Fabuleux ;9,0;;;0;PatPays-BasChambre Standard Cars - Proche CommoditésJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023Fabuleux ;Santa_Fe
Jean;France;Chambre Standard Cars;1 nuit ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;Très bien;8,0;;;0;JeanFranceChambre Standard CarsJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023Très bien;Santa_Fe
Barbara;France;Chambre Standard Cars;3 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 2 janvier 2023;Le séjour en famille était super à refaire.;8,0;Le site était très pittoresque;;0;BarbaraFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 2 janvier 2023Le séjour en famille était super à refaire.;Santa_Fe
Delphine;France;Chambre Standard Cars - Côté Rivière;1 nuit ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;Agréable;6,0;"La decoration de la salle de bain
Le confort de la literie
La navette gratuite au parc
Le parking donnant la vue sur le feu d'artifice de disney land !!! (a minuit le 31 décembre !!)
L'amabilité du personnel.
La propreté de la chambre.";"L'aspect ""misérable"" de la reception : il fallait avoir beaucoup d'imagination pour se dire qu'on etait dans un hotel disney qui plus est, en periode de noel ! Je comprends qu'il ne s'agit que d'un 2 etoiles, mais quand même...même l'entrée d'un supermarché donne plus envie... heureusement l'équipe de la réception essaie de remonter la barre. Les petits fans de cars pourraient etre déçus.
Les parties communes (couloirs) font vieillotes sans reference a Cars. La chambre reste correcte mais en été j'ignore si il y a la clim car on n'a vu q'un ventilateur au plafond. Nous c'était l'hiver donc pas de problèmes. 
L'eclairage au seul miroir est TROP éblouissant (9 ampoules plein feu 😂) mais c'est vraiment un détail.
Un trou énorme dans la serviette de bain (on pouvait y passer un oeuf !) 
Pour le prix, plus de 400 € sans petit dej, nous avons regretté de ne pas avoir réservé pour le même prix un hotel hors disney, la magie de cet hotel n'est pas au RDV.";0;DelphineFranceChambre Standard Cars - Côté RivièreJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023Agréable;Santa_Fe
Eirini;Grèce;Chambre Standard Cars - Côté Rivière;1 nuit ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 1 janvier 2023;Décevant;4,0;;;0;EiriniGrèceChambre Standard Cars - Côté RivièreJanvier 2023FamilleCommentaire envoyé le 1 janvier 2023Décevant;Santa_Fe
Marion;France;Chambre Standard Cars - Proche Commodités;1 nuit ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 1 janvier 2023;Chambre simple. Personnel très agréable;6,0;;;0;MarionFranceChambre Standard Cars - Proche CommoditésJanvier 2023FamilleCommentaire envoyé le 1 janvier 2023Chambre simple. Personnel très agréable;Santa_Fe
Cédric;France;Chambre Standard Cars - Côté Rivière;1 nuit ·  Janvier 2023;Janvier 2023;Famille;Commentaire envoyé le 1 janvier 2023;Passable;5,0;;;0;CédricFranceChambre Standard Cars - Côté RivièreJanvier 2023FamilleCommentaire envoyé le 1 janvier 2023Passable;Santa_Fe
Anonyme;France;;1 nuit ·  Novembre 2022;Novembre 2022;Groupe;Commentaire envoyé le 1 janvier 2023;Fabuleux ;9,0;;;0;AnonymeFrancenanNovembre 2022GroupeCommentaire envoyé le 1 janvier 2023Fabuleux ;Santa_Fe
Alexandra;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 1 janvier 2023;Très bien;8,0;Emplacement, le personnel à l'écoute restaurant proche;Literie inconfortable;0;AlexandraFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 1 janvier 2023Très bien;Santa_Fe
Laurent;Luxembourg;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 1 janvier 2023;Très bien;8,0;;;0;LaurentLuxembourgChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 1 janvier 2023Très bien;Santa_Fe
Chantel;Royaume-Uni;Chambre Standard Cars;2 nuits ·  Octobre 2022;Octobre 2022;Groupe;Commentaire envoyé le 31 décembre 2022;Exceptionnel;10;;;0;ChantelRoyaume-UniChambre Standard CarsOctobre 2022GroupeCommentaire envoyé le 31 décembre 2022Exceptionnel;Santa_Fe
Stephanie;Suisse;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 31 décembre 2022;Nul. J’avais hâte de partir.;1,0;Rien;"La chambre était gelée à notre arrivée . 
Nous avons appelé la réception et nous avons dû nous meme étudier le chauffage pour monter la température.
Le lavabo de la salle de bains fuyait et évidemment pas assez de linges pour 4.
Les roulota de papier toilettes à moitié finis c’est dégueulasse !
Bref devoir marcher dehors dans des petits chemins boueux pour arriver dans une chambre aussi pourri et tout ça pour plus 500 EUR la nuit c’est du vol !!!
Une honte que cet hôtel fasse parti de la marque Disney. Je pense ils seraient pas très fiers à Disney World. Jamais je recommenderai cet hôtel , bien sûr contraire. C’est du Grand n’importe quoi tout sauf du service, et du confort , les deux principales raisons d’être de l’hôtellerie.";0;StephanieSuisseChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 31 décembre 2022Nul. J’avais hâte de partir.;Santa_Fe
Julien;France;Chambre Standard Cars - Côté Rivière;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 30 décembre 2022;Très court, mais un très bon moment;9,0;Le propreté des lieux, de la chambre, le personnel très serviable et souriant;Nous sommes arrivés tardivement et partis tôt le lendemain, donc peu d'élément pour une critique négative;0;JulienFranceChambre Standard Cars - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 30 décembre 2022Très court, mais un très bon moment;Santa_Fe
Barbara;Belgique;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 30 décembre 2022;Aangenaam verblijf;9,0;;;0;BarbaraBelgiqueChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 30 décembre 2022Aangenaam verblijf;Santa_Fe
Luca;Italie;Chambre Standard Cars - Côté Rivière;1 nuit ·  Octobre 2022;Octobre 2022;Couple;Commentaire envoyé le 30 décembre 2022;Agréable;6,0;;;0;LucaItalieChambre Standard Cars - Côté RivièreOctobre 2022CoupleCommentaire envoyé le 30 décembre 2022Agréable;Santa_Fe
Gills;Brésil;Chambre Standard Cars - Côté Rivière;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 29 décembre 2022;Bien ;7,0;;;0;GillsBrésilChambre Standard Cars - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 29 décembre 2022Bien ;Santa_Fe
Andrea;Italie;Chambre Standard Cars - Côté Rivière;3 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;Très bien;8,0;;;0;AndreaItalieChambre Standard Cars - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022Très bien;Santa_Fe
Robert;Pays-Bas;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Groupe;Commentaire envoyé le 27 décembre 2022;Fabuleux ;9,0;;;0;RobertPays-BasChambre Standard CarsDécembre 2022GroupeCommentaire envoyé le 27 décembre 2022Fabuleux ;Santa_Fe
Cédric;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 26 décembre 2022;Exceptionnel;10;;;0;CédricFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 26 décembre 2022Exceptionnel;Santa_Fe
Anonyme;Royaume-Uni;;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 25 décembre 2022;amazing stay staff welcoming and accommodating;8,0;;;0;AnonymeRoyaume-UninanDécembre 2022FamilleCommentaire envoyé le 25 décembre 2022amazing stay staff welcoming and accommodating;Santa_Fe
Adrianna;France;Chambre Standard Cars;1 nuit ·  Novembre 2022;Novembre 2022;Couple;Commentaire envoyé le 24 décembre 2022;Agréable;6,0;;;0;AdriannaFranceChambre Standard CarsNovembre 2022CoupleCommentaire envoyé le 24 décembre 2022Agréable;Santa_Fe
Johanie;Belgique;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 23 décembre 2022;Séjour agréable ambiance noël;8,0;"L'accueil chaleureux, la propreté, le confort de la literie, la proximité aux parcs, les décorations de Noël
Nous y reviendrons encore et encore comme souvent";"Mauvaise insonorisation entre les chambres, petit déjeuner très cher 
Nous avions fait une demande pour nos 1an mais nous n'avions rien eu";0;JohanieBelgiqueChambre Standard CarsDécembre 2022CoupleCommentaire envoyé le 23 décembre 2022Séjour agréable ambiance noël;Santa_Fe
Fauchet;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Bien ;7,0;;;0;FauchetFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Bien ;Santa_Fe
Ariane;Brésil;Chambre Standard Cars;4 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Exceptionnel;10;;;0;ArianeBrésilChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Exceptionnel;Santa_Fe
Ben;France;Chambre Standard Cars;2 nuits ·  Novembre 2022;Novembre 2022;Famille;Commentaire envoyé le 22 décembre 2022;Agréable;6,0;;;0;BenFranceChambre Standard CarsNovembre 2022FamilleCommentaire envoyé le 22 décembre 2022Agréable;Santa_Fe
Bruno;Chili;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 21 décembre 2022;Très bien;8,0;;;0;BrunoChiliChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 21 décembre 2022Très bien;Santa_Fe
Pao;Mexique;Chambre Standard Cars;1 nuit ·  Novembre 2022;Novembre 2022;Famille;Commentaire envoyé le 21 décembre 2022;Exceptionnel;10;;;0;PaoMexiqueChambre Standard CarsNovembre 2022FamilleCommentaire envoyé le 21 décembre 2022Exceptionnel;Santa_Fe
Sandrine;France;Chambre Standard Cars;1 nuit ·  Novembre 2022;Novembre 2022;Couple;Commentaire envoyé le 21 décembre 2022;Bien ;7,0;tops;;0;SandrineFranceChambre Standard CarsNovembre 2022CoupleCommentaire envoyé le 21 décembre 2022Bien ;Santa_Fe
Laura;Italie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 21 décembre 2022;Très bien;8,0;;;0;LauraItalieChambre Standard CarsDécembre 2022CoupleCommentaire envoyé le 21 décembre 2022Très bien;Santa_Fe
Anonyme;Royaume-Uni;;1 nuit ·  Décembre 2022;Décembre 2022;Groupe;Commentaire envoyé le 20 décembre 2022;Bien ;7,0;;;0;AnonymeRoyaume-UninanDécembre 2022GroupeCommentaire envoyé le 20 décembre 2022Bien ;Santa_Fe
Stessy;Belgique;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 20 décembre 2022;Exceptionnel;10;;;0;StessyBelgiqueChambre Standard CarsDécembre 2022CoupleCommentaire envoyé le 20 décembre 2022Exceptionnel;Santa_Fe
Veerle;Belgique;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Groupe;Commentaire envoyé le 19 décembre 2022;Goed;6,0;;;0;VeerleBelgiqueChambre Standard CarsDécembre 2022GroupeCommentaire envoyé le 19 décembre 2022Goed;Santa_Fe
Elisa;Italie;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 19 décembre 2022;Exceptionnel;10;;;0;ElisaItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 19 décembre 2022Exceptionnel;Santa_Fe
Dounia;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 19 décembre 2022;Agréable;6,0;Agréable;;0;DouniaFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 19 décembre 2022Agréable;Santa_Fe
Marta;Espagne;Chambre Standard Cars - Proche Commodités;1 nuit ·  Novembre 2022;Novembre 2022;Famille;Commentaire envoyé le 19 décembre 2022;Fabuleux ;9,0;;;0;MartaEspagneChambre Standard Cars - Proche CommoditésNovembre 2022FamilleCommentaire envoyé le 19 décembre 2022Fabuleux ;Santa_Fe
Nick;France;Chambre Standard Cars - Côté Rivière;1 nuit ·  Novembre 2022;Novembre 2022;Groupe;Commentaire envoyé le 19 décembre 2022;dommage;5,0;l’univer disney;la propreté qui n’etais ps au rendez vous;0;NickFranceChambre Standard Cars - Côté RivièreNovembre 2022GroupeCommentaire envoyé le 19 décembre 2022dommage;Santa_Fe
Lee;Australie;Chambre Standard Cars;3 nuits ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 18 décembre 2022;Très bien;8,0;;;0;LeeAustralieChambre Standard CarsDécembre 2022CoupleCommentaire envoyé le 18 décembre 2022Très bien;Santa_Fe
Jose;Espagne;Chambre Standard Cars;1 nuit ·  Novembre 2022;Novembre 2022;Famille;Commentaire envoyé le 18 décembre 2022;Très bien;8,0;;;0;JoseEspagneChambre Standard CarsNovembre 2022FamilleCommentaire envoyé le 18 décembre 2022Très bien;Santa_Fe
Nathalie;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 18 décembre 2022;Agréable;6,0;;;0;NathalieFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 18 décembre 2022Agréable;Santa_Fe
Michelle;Australie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Very disappointed;1,0;;;0;MichelleAustralieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022Very disappointed;Santa_Fe
Loni;Belgique;Chambre Standard Cars;1 nuit ·  Novembre 2022;Novembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Agréable;6,0;;;0;LoniBelgiqueChambre Standard CarsNovembre 2022FamilleCommentaire envoyé le 17 décembre 2022Agréable;Santa_Fe
Julie;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Pas très propre pour le prix;6,0;Le fait d'être à côté du parc est vraiment top et les enfants adorent l'univers;La salle de bain était sale les toilettes n'étaient pas propre le rideau de douche était orange de calcaire et la moquette de la chambre n'était pas lavé partout pour le prix c'est quand même pas terrible nous avons payé 269 € la nuit nous nous attendons à tout ce que tout soit parfait;0;JulieFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022Pas très propre pour le prix;Santa_Fe
Dominique;La Réunion;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Pas terrible...;5,0;"Proximité du parc Disney. 
Les navettes régulières.
La sécurité";"L'horaire d'entrée dans la chambre. 
La chambre est très petite.
Le nettoyage n'est pas correctement fait.
Un chariot est resté en permanence dans le couloir.
Nous avions une chambre au 1er étage sans ascenseur et avec des bagages et enfants.😡
L'escalier est très glissant sans les marches antidérapantes et ma femme est tombée et s'est fait mal.
Le petit déjeuner est hyper cher et on se croirait dans une cantine d'école...";0;DominiqueLa RéunionChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022Pas terrible...;Santa_Fe
Anonyme;Belgique;;1 nuit ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 16 décembre 2022;Correct pour une nuit;8,0;La décoration Cars;la moquette au sol;0;AnonymeBelgiquenanDécembre 2022CoupleCommentaire envoyé le 16 décembre 2022Correct pour une nuit;Santa_Fe
Antoine;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 16 décembre 2022;Très bien;8,0;;;0;AntoineFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 16 décembre 2022Très bien;Santa_Fe
Ludomir;Royaume-Uni;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 16 décembre 2022;Assez médiocre ;3,0;;;0;LudomirRoyaume-UniChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 16 décembre 2022Assez médiocre ;Santa_Fe
Carmen;France;Chambre Standard Cars;1 nuit ·  Novembre 2022;Novembre 2022;Famille;Commentaire envoyé le 16 décembre 2022;Très bien;8,0;"Tout s'est tres bien passé. 
Onéreux pour un hôtel vieillissant 
Menage et entretien eut mieux faire";Rien;0;CarmenFranceChambre Standard CarsNovembre 2022FamilleCommentaire envoyé le 16 décembre 2022Très bien;Santa_Fe
Marine;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 15 décembre 2022;Fabuleux ;9,0;;;0;MarineFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 15 décembre 2022Fabuleux ;Santa_Fe
Anonyme;France;;1 nuit ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 15 décembre 2022;Bien ;7,0;;;0;AnonymeFrancenanDécembre 2022CoupleCommentaire envoyé le 15 décembre 2022Bien ;Santa_Fe
Elisabeth;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 15 décembre 2022;Magique;9,0;La décoration pour les enfants;Le monde au restaurant;0;ElisabethFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 15 décembre 2022Magique;Santa_Fe
Mehdiimmo;France;Chambre Standard Cars - Proche Commodités;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 15 décembre 2022;Exceptionnel;10;L’esprit Disney;;0;MehdiimmoFranceChambre Standard Cars - Proche CommoditésDécembre 2022FamilleCommentaire envoyé le 15 décembre 2022Exceptionnel;Santa_Fe
Giuseppe;Italie;Chambre Standard Cars;4 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 15 décembre 2022;Mauvais;1,0;;;0;GiuseppeItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 15 décembre 2022Mauvais;Santa_Fe
Michelle;Australie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Décevant;4,0;;;0;MichelleAustralieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Décevant;Santa_Fe
Claire;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Groupe;Commentaire envoyé le 14 décembre 2022;Très bien;8,0;;;0;ClaireFranceChambre Standard CarsDécembre 2022GroupeCommentaire envoyé le 14 décembre 2022Très bien;Santa_Fe
Aurélie;France;Chambre Standard Cars - Côté Rivière;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Très bien;8,0;;;0;AurélieFranceChambre Standard Cars - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Très bien;Santa_Fe
Valérie;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Bien ;7,0;Bien dans l'ensemble;;0;ValérieFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Bien ;Santa_Fe
Francesca;Italie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Agréable;6,0;;;0;FrancescaItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Agréable;Santa_Fe
Rachel;Royaume-Uni;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Exceptionnel;10;;;0;RachelRoyaume-UniChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Exceptionnel;Santa_Fe
Stephanie;France;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Agréable;6,0;;;0;StephanieFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Agréable;Santa_Fe
Justine;Belgique;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Fabuleux ;9,0;;;0;JustineBelgiqueChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Fabuleux ;Santa_Fe
Nerea;Espagne;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Colas 45 minutos para desayunar. Personal cafeteria ineficiente;3,0;;;0;NereaEspagneChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022Colas 45 minutos para desayunar. Personal cafeteria ineficiente;Santa_Fe
Julie;Danemark;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;dårlig oplevelse og meget beskidt .;3,0;;;1 ;JulieDanemarkChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022dårlig oplevelse og meget beskidt .;Santa_Fe
Díaz;Espagne;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Exceptionnel;10;;;0;DíazEspagneChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022Exceptionnel;Santa_Fe
Díaz;Espagne;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Superó mis expectativas;10;;;0;DíazEspagneChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022Superó mis expectativas;Santa_Fe
Jennifer;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Très bien organisé mais pas confort;7,0;Tout sauf la literie et problème d'évacuation dans la salle de bain;Literie, oreiller, evacuation a salle de bain et manque de bosse pour les toilettes;0;JenniferFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022Très bien organisé mais pas confort;Santa_Fe
Valeria;Italie;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Exceptionnel;10;;;0;ValeriaItalieChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Exceptionnel;Santa_Fe
Giovanni;Italie;Chambre Standard Cars - Côté Rivière;2 nuits ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Très bien;8,0;;;0;GiovanniItalieChambre Standard Cars - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Très bien;Santa_Fe
Pascale;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;parfait;9,0;le confort de la chambre avec le rapport qualité prix;"son emplacement ce mois ci 
car nous venons depuis 6 /7 mois tout les mois 
l’immeuble 55 est beaucoup trop loin du parc avec ma petite fille de 3 ans";0;PascaleFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022parfait;Santa_Fe
Isabel;Espagne;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;Bien ;7,0;;;0;IsabelEspagneChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Bien ;Santa_Fe
Sachiko;Japon;Chambre Standard Cars;2 nuits ·  Décembre 2022;Décembre 2022;Couple;Commentaire envoyé le 10 décembre 2022;Très bien;8,0;;;0;SachikoJaponChambre Standard CarsDécembre 2022CoupleCommentaire envoyé le 10 décembre 2022Très bien;Santa_Fe
Isabel;Espagne;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;Bien ;7,0;;;0;IsabelEspagneChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Bien ;Santa_Fe
Patrick;France;Chambre Standard Cars;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;"parfait pour un noël familial avec un design ""CARS"" très bien fait....";8,0;"decors ""CARS"" très sympathiques , ambiance familiale , calme ,personnel disponible...";salle de petit déjeuner assez bruyante , mauvaise répartition du buffet petit déjeuner (un seul à un bout d'une immense salle.....);0;"PatrickFranceChambre Standard CarsDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022parfait pour un noël familial avec un design ""CARS"" très bien fait....";Santa_Fe
Giada;Italie;Chambre Standard Cars - Proche Commodités;1 nuit ·  Décembre 2022;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;Fabuleux ;9,0;;;0;GiadaItalieChambre Standard Cars - Proche CommoditésDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Fabuleux ;Santa_Fe
