Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel
Giovanni;Italie;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Janvier 2023;Famille;Commentaire envoyé le 3 janvier 2023;Bien ;7,0;;;0;GiovanniItalieChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreJanvier 2023FamilleCommentaire envoyé le 3 janvier 2023Bien ;Cheyenne
Davide;Italie;Chambre Standard Woody's Roundup;1;Décembre 2022;Groupe;Commentaire envoyé le 3 janvier 2023;Agréable;6,0;;;0;DavideItalieChambre Standard Woody's RoundupDécembre 2022GroupeCommentaire envoyé le 3 janvier 2023Agréable;Cheyenne
Francois;Belgique;Chambre Standard Woody's Roundup;1;Décembre 2022;Couple;Commentaire envoyé le 3 janvier 2023;séjour agréable dans l’hôtel bas de gamme en équipements haut de gamme en prix;5,0;thème de l’hôtel respecte et distance par rapport aux parcs nickel , navettes régulières pour aller aux parcs;pas d’équipements pour le prix payé. ..;0;FrancoisBelgiqueChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 3 janvier 2023séjour agréable dans l’hôtel bas de gamme en équipements haut de gamme en prix;Cheyenne
Joyce;Irlande;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Fantastic family stay;8,0;;;0;JoyceIrlandeChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023Fantastic family stay;Cheyenne
Emile;France;Chambre Standard Woody's Roundup;3;Décembre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Pratique mais onéreux;7,0;"Emplacement à proximité du parc : top 
Navettes gratuites et à bonne fréquence pour se rendre au parc.
Chambre spacieuse et confortable";"Prix exorbitant - mais c’est Disney, on le sait en réservant.
Offre restauration dans l’hôtel trop réduite.";0;EmileFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 3 janvier 2023Pratique mais onéreux;Cheyenne
Lingxue;Singapour;Chambre Standard Woody's Roundup;1;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;Agréable;6,0;;;0;LingxueSingapourChambre Standard Woody's RoundupJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023Agréable;Cheyenne
Lingxue;Singapour;Chambre Standard Woody's Roundup;1;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;Agréable;6,0;;;0;LingxueSingapourChambre Standard Woody's RoundupJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023Agréable;Cheyenne
Guy;Belgique;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 2 janvier 2023;Fabuleux ;9,0;;;0;GuyBelgiqueChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 2 janvier 2023Fabuleux ;Cheyenne
Tiffany;Belgique;Chambre Standard Woody's Roundup;1;Janvier 2023;Famille;Commentaire envoyé le 2 janvier 2023;magique;10;le thème, la rapidité du personnel quand on demande quelque chose;;0;TiffanyBelgiqueChambre Standard Woody's RoundupJanvier 2023FamilleCommentaire envoyé le 2 janvier 2023magique;Cheyenne
Morgane;France;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille;Commentaire envoyé le 1 janvier 2023;Agréable;6,0;;;0;MorganeFranceChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 1 janvier 2023Agréable;Cheyenne
Diane-sarah;France;Chambre Standard Woody's Roundup;1;Janvier 2023;Famille;Commentaire envoyé le 1 janvier 2023;Fabuleux ;9,0;;;0;Diane-sarahFranceChambre Standard Woody's RoundupJanvier 2023FamilleCommentaire envoyé le 1 janvier 2023Fabuleux ;Cheyenne
Anonyme;France;;1;Janvier 2023;Couple;Commentaire envoyé le 1 janvier 2023;conforme à mes attentes;7,0;"la déco 
le confort 
l’ambiance";;0;AnonymeFrancenanJanvier 2023CoupleCommentaire envoyé le 1 janvier 2023conforme à mes attentes;Cheyenne
Florine;France;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Couple;Commentaire envoyé le 1 janvier 2023;Exceptionnel;10;;;0;FlorineFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022CoupleCommentaire envoyé le 1 janvier 2023Exceptionnel;Cheyenne
Andre;Brésil;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 31 décembre 2022;Très bien;8,0;;;0;AndreBrésilChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 31 décembre 2022Très bien;Cheyenne
Veronica;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 31 décembre 2022;Très bien;8,0;;;0;VeronicaEspagneChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 31 décembre 2022Très bien;Cheyenne
Jessica;États-Unis;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Famille;Commentaire envoyé le 31 décembre 2022;Fun for the kids but overpriced and crowded;6,0;;;0;JessicaÉtats-UnisChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 31 décembre 2022Fun for the kids but overpriced and crowded;Cheyenne
Julie;Pays-Bas;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 31 décembre 2022;Mwoa;5,0;;;0;JuliePays-BasChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 31 décembre 2022Mwoa;Cheyenne
Anonyme;Belgique;;2;Décembre 2022;Famille;Commentaire envoyé le 31 décembre 2022;Fabuleux ;9,0;;;0;AnonymeBelgiquenanDécembre 2022FamilleCommentaire envoyé le 31 décembre 2022Fabuleux ;Cheyenne
Contant;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 30 décembre 2022;Très bien;8,0;Personnelle très agréable , a répondu à toutes mes questions . Ce n'est pas le plus chère , mais nous met bien dans l'ambiance. Très bien. Limite mieux que le Parc. Merci a tous.;Manque un peu d'insonorisation et malheureusement pour moi les rideaux ne sont pas assez occultant.;0;ContantFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 30 décembre 2022Très bien;Cheyenne
Nicaise;La Réunion;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 30 décembre 2022;peut mieux faire;7,0;bonne décoration;très livrer à nous même pour arriver dans la chambre;0;NicaiseLa RéunionChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 30 décembre 2022peut mieux faire;Cheyenne
Jo;Royaume-Uni;Chambre Standard Woody's Roundup;3;Décembre 2022;Couple;Commentaire envoyé le 29 décembre 2022;Décevant;4,0;;;0;JoRoyaume-UniChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 29 décembre 2022Décevant;Cheyenne
Cassandra;France;Chambre Standard Woody's Roundup;2;Décembre 2022;Groupe;Commentaire envoyé le 29 décembre 2022;Très bien;8,0;"La décoration intérieure sur thème de Toy Story est super. L'extérieur est tout aussi génial, on se croirait vraiment au far west. L'esprit de Noël est assurée à la réception avec sapins, musiques et guirlandes lumineuses.
Autre point positif : l'hôtel est bien desservi avec une navette qui passe environ tout les quart d'heure pour aller aux parcs Disney.";La température de la chambre était un peu basse par rapport à la météo hivernale, et ce malgré le fait qu'on est augmenté le chauffage (réglé sur 27 degrés).;0;CassandraFranceChambre Standard Woody's RoundupDécembre 2022GroupeCommentaire envoyé le 29 décembre 2022Très bien;Cheyenne
Stephane;France;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 29 décembre 2022;La féerie ds les yeux de nos enfants mais trop cher pour ce que c’est;1,0;Les parades;Chambre très moyenne pour un prix très excessive;0;StephaneFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 29 décembre 2022La féerie ds les yeux de nos enfants mais trop cher pour ce que c’est;Cheyenne
Mélissa;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Groupe;Commentaire envoyé le 28 décembre 2022;Bien ;7,0;;;0;MélissaFranceChambre Standard Woody's RoundupDécembre 2022GroupeCommentaire envoyé le 28 décembre 2022Bien ;Cheyenne
Laurent;France;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;3;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;Fabuleux ;9,0;;;0;LaurentFranceChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022Fabuleux ;Cheyenne
Belén;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;Très bien;8,0;;;0;BelénEspagneChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022Très bien;Cheyenne
Gretchen;États-Unis;Chambre Standard Woody's Roundup;1;Décembre 2022;Voyageur individuel;Commentaire envoyé le 28 décembre 2022;Passable;5,0;;;0;GretchenÉtats-UnisChambre Standard Woody's RoundupDécembre 2022Voyageur individuelCommentaire envoyé le 28 décembre 2022Passable;Cheyenne
Catuxa;Espagne;Chambre Woody's Roundup à Proximité des Installations;2;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;Bien ;7,0;;;0;CatuxaEspagneChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022Bien ;Cheyenne
Wayne;Irlande;Chambre Woody's Roundup à Proximité des Installations;4;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;Agréable;6,0;;;0;WayneIrlandeChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022Agréable;Cheyenne
Clément;France;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Octobre 2022;Couple;Commentaire envoyé le 28 décembre 2022;Exceptionnel;10;;;0;ClémentFranceChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreOctobre 2022CoupleCommentaire envoyé le 28 décembre 2022Exceptionnel;Cheyenne
Sophie;France;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 27 décembre 2022;Bien ;7,0;;;0;SophieFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 27 décembre 2022Bien ;Cheyenne
Fernandez;France;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 27 décembre 2022;Très bien;8,0;;;0;FernandezFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 27 décembre 2022Très bien;Cheyenne
Marquis;France;Chambre Standard Woody's Roundup;2;Novembre 2022;Famille;Commentaire envoyé le 27 décembre 2022;Très bien;8,0;;;0;MarquisFranceChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 27 décembre 2022Très bien;Cheyenne
Frank;Singapour;Chambre Standard Woody's Roundup;1;Décembre 2022;Couple;Commentaire envoyé le 27 décembre 2022;basic hotel stay;7,0;;;0;FrankSingapourChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 27 décembre 2022basic hotel stay;Cheyenne
Meng;Royaume-Uni;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Couple;Commentaire envoyé le 26 décembre 2022;Exceptionnel;10;;;0;MengRoyaume-UniChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022CoupleCommentaire envoyé le 26 décembre 2022Exceptionnel;Cheyenne
Samanta;Italie;Chambre Standard Woody's Roundup;2;Novembre 2022;Famille;Commentaire envoyé le 26 décembre 2022;Exceptionnel;10;;;0;SamantaItalieChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 26 décembre 2022Exceptionnel;Cheyenne
Pascal;France;Chambre Standard Woody's Roundup;1;Novembre 2022;Couple;Commentaire envoyé le 26 décembre 2022;parfait;10;l’ambiance;;0;PascalFranceChambre Standard Woody's RoundupNovembre 2022CoupleCommentaire envoyé le 26 décembre 2022parfait;Cheyenne
Kristian;Thaïlande;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 25 décembre 2022;Agréable;6,0;;;0;KristianThaïlandeChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 25 décembre 2022Agréable;Cheyenne
Paula;Mexique;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 25 décembre 2022;beautiful place, bad help, bad system;3,0;;;0;PaulaMexiqueChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 25 décembre 2022beautiful place, bad help, bad system;Cheyenne
Yasir;Arabie saoudite;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;5;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Bien ;7,0;;;0;YasirArabie saouditeChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Bien ;Cheyenne
Or;Israël;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Fabuleux ;9,0;;;0;OrIsraëlChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Fabuleux ;Cheyenne
Gizella;Hongrie;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Fabuleux ;9,0;;;0;GizellaHongrieChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Fabuleux ;Cheyenne
Jasna;Suisse;Chambre Standard Woody's Roundup;2;Novembre 2022;Famille;Commentaire envoyé le 22 décembre 2022;Exceptionnel;10;;;0;JasnaSuisseChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 22 décembre 2022Exceptionnel;Cheyenne
Frederic;France;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille;Commentaire envoyé le 22 décembre 2022;Décevant;4,0;Chambre propre et bien équipée.;"Rideau détachée de la barre ! Laisse passer la lumière ! 
Bagagerie ouverte à 7h30 alors qu'à la réception la veille le CM nous a dit 6h30 !";0;FredericFranceChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 22 décembre 2022Décevant;Cheyenne
Zoé;Belgique;Chambre Standard Woody's Roundup;1;Novembre 2022;Couple;Commentaire envoyé le 21 décembre 2022;au top;8,0;proximité du parc Disney, disponibilité des employés;chambre loin de la réception;0;ZoéBelgiqueChambre Standard Woody's RoundupNovembre 2022CoupleCommentaire envoyé le 21 décembre 2022au top;Cheyenne
Amg77;Arabie saoudite;Chambre Standard Woody's Roundup;2;Novembre 2022;Famille;Commentaire envoyé le 21 décembre 2022;Family Friendly;7,0;;;0;Amg77Arabie saouditeChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 21 décembre 2022Family Friendly;Cheyenne
Karen;Royaume-Uni;Chambre Standard Woody's Roundup;1;Novembre 2022;Famille;Commentaire envoyé le 21 décembre 2022;Exceptionnel;10;;;0;KarenRoyaume-UniChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 21 décembre 2022Exceptionnel;Cheyenne
Stéphane;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 21 décembre 2022;Exceptionnel;10;;;0;StéphaneFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 21 décembre 2022Exceptionnel;Cheyenne
Matteo;Italie;Chambre Standard Woody's Roundup;1;Novembre 2022;Couple;Commentaire envoyé le 20 décembre 2022;Exceptionnel;10;;;0;MatteoItalieChambre Standard Woody's RoundupNovembre 2022CoupleCommentaire envoyé le 20 décembre 2022Exceptionnel;Cheyenne
Etjan;Afrique du Sud;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Fabuleux ;9,0;;;0;EtjanAfrique du SudChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 20 décembre 2022Fabuleux ;Cheyenne
Sylvie;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Très bon séjour dans l'hotel CHEYENNE et envie d'y revenir;9,0;L'ensemble des prestations de l'hotel et le personnel;Un peu froid dans la chambre;0;SylvieFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022FamilleCommentaire envoyé le 20 décembre 2022Très bon séjour dans l'hotel CHEYENNE et envie d'y revenir;Cheyenne
Veronique;France;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;en cette période de noël, tout simplement magique;10;depuis mes 3 deniers séjours au cheyenne c'est un plaisir d'y retourner , accueil et la bienveillance du personnel sont toujours d'un réconfort.;ras;0;VeroniqueFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 20 décembre 2022en cette période de noël, tout simplement magique;Cheyenne
Grazvella;Malte;Chambre Woody's Roundup à Proximité des Installations;3;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Agréable;6,0;;;0;GrazvellaMalteChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 20 décembre 2022Agréable;Cheyenne
Kent;Singapour;Chambre Woody's Roundup à Proximité des Installations;2;Décembre 2022;Famille;Commentaire envoyé le 19 décembre 2022;Good stay but if you have more budget I guess go for New York Marvel hotel;7,0;;;0;KentSingapourChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 19 décembre 2022Good stay but if you have more budget I guess go for New York Marvel hotel;Cheyenne
Henry;Costa Rica;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 18 décembre 2022;Vacaciones en familia inolvidables;10;;;0;HenryCosta RicaChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 18 décembre 2022Vacaciones en familia inolvidables;Cheyenne
Simbaredo;Pays-Bas;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;2;Novembre 2022;Couple;Commentaire envoyé le 17 décembre 2022;Prima als je op tijd boekt;8,0;;;0;SimbaredoPays-BasChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreNovembre 2022CoupleCommentaire envoyé le 17 décembre 2022Prima als je op tijd boekt;Cheyenne
Rozaina;Brunei;Chambre Woody's Roundup à Proximité des Installations;2;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;execellent and most memorable place to stay. worth the value;10;;;0;RozainaBruneiChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022execellent and most memorable place to stay. worth the value;Cheyenne
Annika;Allemagne;Chambre Standard Woody's Roundup;1;Septembre 2022;Couple;Commentaire envoyé le 17 décembre 2022;Très bien;8,0;;;0;AnnikaAllemagneChambre Standard Woody's RoundupSeptembre 2022CoupleCommentaire envoyé le 17 décembre 2022Très bien;Cheyenne
Gogo19;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 16 décembre 2022;Mitigé;5,0;La proximité avec le parc et les navettes il y en a tres souvent;La vétusté de la chambre l’air froid pasqait a travers la fenetre de la chambre 2287 on a eu tres tres froid toute la nuit trace de rouille au niveau de la robinetterie de la salle de bain et couloir vraiment tres sale (coton tige usagée) pendant 2 jours il n’a jamais été aspiré au prix de la chambre on s’attend quand meme à mieux meme si nous sommes a disney et que tout est tres chers !;0;Gogo19FranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 16 décembre 2022Mitigé;Cheyenne
Julien;La Réunion;Chambre Standard Woody's Roundup;1;Décembre 2022;Couple;Commentaire envoyé le 16 décembre 2022;Oui mais....;7,0;Hotel bien situé par rapport au parc, navette gratuite pour le parc, décoration de la chambre sympathique;Personne pour nous renseigner le soir dans le hall d'accueil, La distance a parcourir a pied seuls avec nos grosses valises entre le hall et notre chambre, pas d'ascenseur pour les grosses valises . Équipement absent : pas de bouilloire, cafetière, ... Lit double trop petit 1.40 !;0;JulienLa RéunionChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 16 décembre 2022Oui mais....;Cheyenne
Samuel;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Couple;Commentaire envoyé le 16 décembre 2022;Bien ;7,0;;;0;SamuelFranceChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 16 décembre 2022Bien ;Cheyenne
Charlotte;Royaume-Uni;Chambre Standard Woody's Roundup;4;Décembre 2022;Couple;Commentaire envoyé le 15 décembre 2022;Passable;5,0;;;0;CharlotteRoyaume-UniChambre Standard Woody's RoundupDécembre 2022CoupleCommentaire envoyé le 15 décembre 2022Passable;Cheyenne
Racheli;Israël;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 15 décembre 2022;Très bien;8,0;;;0;RacheliIsraëlChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 15 décembre 2022Très bien;Cheyenne
Efthivoulos;Chypre;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Fabuleux ;9,0;;;0;EfthivoulosChypreChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Fabuleux ;Cheyenne
Julie;France;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Rester dans la magie de Disney avec l'univers des cowboys;9,0;Le cadre, la décoration de l'hôtel nous plonge dans l'univers Disney. Très appréciable pour les enfants;La chambre un peu loin du restaurant et animations surtout quand il fait froid;0;JulieFranceChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Rester dans la magie de Disney avec l'univers des cowboys;Cheyenne
Coralie;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Agréable;6,0;;;0;CoralieFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Agréable;Cheyenne
Mirella;Italie;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Fabuleux ;9,0;;;0;MirellaItalieChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022Fabuleux ;Cheyenne
Marc;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;Sympa mais trop cher;8,0;La décoration;Le prix est beaucoup trop élevé en regard des prestations proposées.;0;MarcFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Sympa mais trop cher;Cheyenne
Homoet;Pays-Bas;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;Très bien;8,0;;;0;HomoetPays-BasChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Très bien;Cheyenne
Marlene;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Couple;Commentaire envoyé le 12 décembre 2022;Passable;5,0;"La décoration était en accord au thème.
L'emplacement était comme convenue proche des
installations.
Le lit était confortable";"I fesais froid dans la chambre , le chauffage ne
fonctionnais pas
Le personnels n'était pas aimable et nous a mal
renseigné pour ľhoraire de récupération de bagages
nous avons dû faire la file d'attente pour récupérer
nos bagages nous sommes arrivé tard dans la
chambre suite à l'attente car c'était fermé pour
récupérer nos bagages , le personnel ne c'est pas
excusé
Et le sèche cheveux n'était pas efficace et aucun
membre du personnel a pu nous en fournir un autre.";0;MarleneFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022CoupleCommentaire envoyé le 12 décembre 2022Passable;Cheyenne
Elena;Espagne;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;Exceptionnel;10;;;0;ElenaEspagneChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Exceptionnel;Cheyenne
María;Espagne;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;estancia agradable, buffet del desayuno variado y camas cómodas;8,0;;;0;MaríaEspagneChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022estancia agradable, buffet del desayuno variado y camas cómodas;Cheyenne
Frederic;France;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Fabuleux ;9,0;;;0;FredericFranceChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Fabuleux ;Cheyenne
Tania;Australie;Chambre Standard Woody's Roundup;3;Novembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;convinent location;5,0;;;0;TaniaAustralieChambre Standard Woody's RoundupNovembre 2022FamilleCommentaire envoyé le 11 décembre 2022convinent location;Cheyenne
Maxence;Japon;Chambre Double/Lit Gigogne Woody's Roundup - Côté Rivière;1;Décembre 2022;Couple;Commentaire envoyé le 10 décembre 2022;oui;5,0;proximité;tele marche pas ( problème pour capter les chaînes );0;MaxenceJaponChambre Double/Lit Gigogne Woody's Roundup - Côté RivièreDécembre 2022CoupleCommentaire envoyé le 10 décembre 2022oui;Cheyenne
Ana;Espagne;Chambre Woody's Roundup à Proximité des Installations;3;Novembre 2022;Groupe;Commentaire envoyé le 10 décembre 2022;Agréable;6,0;;;0;AnaEspagneChambre Woody's Roundup à Proximité des InstallationsNovembre 2022GroupeCommentaire envoyé le 10 décembre 2022Agréable;Cheyenne
Alessandra;Italie;Chambre Standard Woody's Roundup;1;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;Bien ;7,0;;;1;AlessandraItalieChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Bien ;Cheyenne
Anonyme;France;;1;Décembre 2022;Couple;Commentaire envoyé le 10 décembre 2022;Exceptionnel;10;;;0;AnonymeFrancenanDécembre 2022CoupleCommentaire envoyé le 10 décembre 2022Exceptionnel;Cheyenne
Rocio;Espagne;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;bueno;8,0;;;0;RocioEspagneChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022bueno;Cheyenne
Martina;Suisse;Chambre Standard Woody's Roundup;2;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;Passable;5,0;;;0;MartinaSuisseChambre Standard Woody's RoundupDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Passable;Cheyenne
Amélie;France;Chambre Woody's Roundup à Proximité des Installations;1;Novembre 2022;Groupe;Commentaire envoyé le 9 décembre 2022;agréable surprise;8,0;l’accueil du personnel, le resto, la propreté;;0;AmélieFranceChambre Woody's Roundup à Proximité des InstallationsNovembre 2022GroupeCommentaire envoyé le 9 décembre 2022agréable surprise;Cheyenne
Patrick;France;Chambre Woody's Roundup à Proximité des Installations;1;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;Décevant;6,0;Pratique pour se rendre au parc;Trop froid dans la chambre, clim qui faisait un bruit désagréable, rideaux qui n'occulte pas bien là lumière. Équipements très minimaliste... très froid dans la salle de bain;0;PatrickFranceChambre Woody's Roundup à Proximité des InstallationsDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Décevant;Cheyenne
