Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;hotel
Kristofer;Irlande;Chambre Supérieure;3;Février 2022;Couple;Commentaire envoyé le 20 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club
Lynne;Royaume-Uni;Chambre Supérieure - Côté Lac;1;Février 2022;Famille;Commentaire envoyé le 18 février 2022;Bien ;7,0;;;0;Disney's Newport Bay Club
Gemma;Royaume-Uni;Chambre Supérieure;2;Décembre 2021;Couple;Commentaire envoyé le 13 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club
Aisha;Émirats arabes unis;Chambre Supérieure;1;Février 2022;Groupe;Commentaire envoyé le 10 février 2022;Très bien;8,0;;;0;Disney's Newport Bay Club
Chelsea;États-Unis;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 14 janvier 2022;Bien ;7,0;;;0;Disney's Newport Bay Club
Elpina;Allemagne;Chambre Supérieure;1;Janvier 2022;Couple;Commentaire envoyé le 6 janvier 2022;Bien ;7,0;;;0;Disney's Newport Bay Club
Afra;Émirats arabes unis;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 3 janvier 2022;Bien ;7,0;;;0;Disney's Newport Bay Club
Richie;Irlande;Chambre Supérieure;1;Décembre 2021;Famille;Commentaire envoyé le 28 décembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Vasif;Azerbaïdjan;Chambre Supérieure - Côté Lac;3;Décembre 2021;Famille;Commentaire envoyé le 21 décembre 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Raphael;Allemagne;Chambre Supérieure - Côté Lac;2;Décembre 2021;Couple;Commentaire envoyé le 9 décembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club
Farhaan;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Décembre 2021;Famille;Commentaire envoyé le 7 décembre 2021;Very good location. Friendly staff and kids loved the character meets in the hotel reception.;8,0;;;0;Disney's Newport Bay Club
Emma;Irlande;Chambre Supérieure;1;Décembre 2021;Groupe;Commentaire envoyé le 4 décembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Philip;Royaume-Uni;Chambre Supérieure;1;Novembre 2021;Couple;Commentaire envoyé le 29 novembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club
Yh9;Émirats arabes unis;Chambre Supérieure;2;Octobre 2021;Famille;Commentaire envoyé le 16 novembre 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Francesca;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Octobre 2021;Famille;Commentaire envoyé le 4 novembre 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Gigi;États-Unis;Chambre Supérieure;2;Août 2021;Groupe;Commentaire envoyé le 2 novembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
George;Royaume-Uni;Chambre Supérieure;4;Octobre 2021;Famille;Commentaire envoyé le 25 octobre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Jigar;Belgique;Chambre Supérieure;2;Septembre 2021;Famille;Commentaire envoyé le 10 octobre 2021;They gave us 1st floor. Which is -1. And reason was given that if we book thru their website they could give me higher f;8,0;;;0;Disney's Newport Bay Club
Adam;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2021;Famille;Commentaire envoyé le 5 octobre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Mohammad;Koweït;Chambre Supérieure - Côté Lac;2;Septembre 2021;Famille;Commentaire envoyé le 30 septembre 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Avital;Israël;Chambre Supérieure;1;Septembre 2021;Famille;Commentaire envoyé le 21 septembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club
Abdullah;Arabie saoudite;Chambre Supérieure - Côté Lac;5;Septembre 2021;Famille;Commentaire envoyé le 10 septembre 2021;Très bien;8,0;;;0;Disney's Newport Bay Club
Manuel;Suisse;Chambre Supérieure;2;Juillet 2021;Famille;Commentaire envoyé le 29 juillet 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Paul;Japon;Chambre Supérieure;1;Juillet 2021;Famille;Commentaire envoyé le 28 juillet 2021;Bien ;7,0;;;0;Disney's Newport Bay Club
Manuel;Suisse;Chambre Supérieure;1;Juillet 2021;Famille;Commentaire envoyé le 25 juillet 2021;Très bien;8,0;;;0;Disney's Newport Bay Club
Kate;Allemagne;Chambre Supérieure;1;Juillet 2021;Famille;Commentaire envoyé le 11 juillet 2021;Agréable;6,0;;;0;Disney's Newport Bay Club
Elisabetta;Italie;Chambre Supérieure - Côté Lac;1;Octobre 2020;Famille;Commentaire envoyé le 13 octobre 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Sarah;France;Chambre Supérieure (3 Adultes + 1 Enfant);1;Janvier 2020;Famille;Commentaire envoyé le 3 avril 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Jangir;Royaume-Uni;Chambre Supérieure (1 Adulte + 3 Enfants);2;Mars 2020;Famille;Commentaire envoyé le 12 mars 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Gary;Norvège;Chambre Supérieure (1 Adulte + 3 Enfants);2;Février 2020;Famille;Commentaire envoyé le 8 mars 2020;Agréable;6,7;;;0;Disney's Newport Bay Club
Corinne;Royaume-Uni;Chambre Supérieure (3 Adultes + 1 Enfant);2;Février 2020;Famille;Commentaire envoyé le 7 mars 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Tawnya;États-Unis;Chambre Supérieure (3 Adultes + 1 Enfant);3;Février 2020;Famille;Commentaire envoyé le 17 février 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Moza;Royaume-Uni;Chambre Supérieure – Côté Lac (3 Adultes + 1 Enfant);2;Janvier 2020;Couple;Commentaire envoyé le 15 février 2020;Superbe;8,8;;;0;Disney's Newport Bay Club
Yousef;Arabie saoudite;Chambre Supérieure (2 Adultes + 2 Enfants);2;Février 2020;Couple;Commentaire envoyé le 8 février 2020;Superbe;8,8;;;0;Disney's Newport Bay Club
Alvaro;Pays-Bas;Chambre Supérieure (2 Adultes + 2 Enfants);1;Décembre 2019;Famille;Commentaire envoyé le 27 janvier 2020;Bien ;7,9;;;0;Disney's Newport Bay Club
Jose;Pérou;Chambre Supérieure (2 Adultes + 2 Enfants);2;Janvier 2020;Famille;Commentaire envoyé le 22 janvier 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Stephen;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Janvier 2020;Famille;Commentaire envoyé le 19 janvier 2020;Bien ;7,0;;;0;Disney's Newport Bay Club
Wayne;Malaisie;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Janvier 2020;Famille;Commentaire envoyé le 19 janvier 2020;Bien ;7,9;;;0;Disney's Newport Bay Club
Sivan;Israël;Chambre Supérieure – Côté Lac (2 Adultes + 2 Enfants);2;Janvier 2020;Famille;Commentaire envoyé le 15 janvier 2020;Très bien;8,0;;;0;Disney's Newport Bay Club
Panagiota;Grèce;Chambre Supérieure (2 Adultes + 2 Enfants);4;Décembre 2019;Famille;Commentaire envoyé le 3 janvier 2020;Superbe;8,8;;;0;Disney's Newport Bay Club
Khaled;Bahreïn;Chambre Supérieure (2 Adultes + 2 Enfants);5;Décembre 2019;Famille;Commentaire envoyé le 27 décembre 2019;Bien ;7,0;;;0;Disney's Newport Bay Club
Kate;Royaume-Uni;Chambre Supérieure (2 Adultes + 2 Enfants);1;Décembre 2019;Famille;Commentaire envoyé le 24 décembre 2019;Bien ;7,0;;;0;Disney's Newport Bay Club
De;France;Chambre Supérieure (2 Adultes + 2 Enfants);2;Décembre 2019;Famille;Commentaire envoyé le 24 décembre 2019;Bien ;7,0;;;0;Disney's Newport Bay Club
Fang;Singapour;Chambre Supérieure - Côté Lac;1;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Jasmine;Royaume-Uni;Chambre Supérieure;1;Décembre 2022;Famille;Commentaire envoyé le 18 décembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Nikita;Irlande;Chambre Supérieure - Côté Lac;4;Décembre 2022;Famille;Commentaire envoyé le 6 décembre 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Adel;Arabie saoudite;Chambre Supérieure avec Terrasse;1;Décembre 2022;Famille;Commentaire envoyé le 2 décembre 2022;Assez médiocre ;3,0;;;0;Disney's Newport Bay Club
Ruth;Royaume-Uni;Chambre Supérieure;2;Novembre 2022;Couple;Commentaire envoyé le 30 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Cleber;Brésil;Chambre Supérieure;1;Novembre 2022;Groupe;Commentaire envoyé le 30 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Amr;Arabie saoudite;Chambre Supérieure - Côté Lac;4;Novembre 2022;Famille;Commentaire envoyé le 30 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Sude;Canada;Chambre Club Compass (2 Adultes);3;Novembre 2022;Famille;Commentaire envoyé le 24 novembre 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Abdulrahman;Arabie saoudite;Chambre Supérieure;1;Novembre 2022;Groupe;Commentaire envoyé le 24 novembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club
Gary;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Novembre 2022;Famille;Commentaire envoyé le 21 novembre 2022;Décevant;4,0;;;0;Disney's Newport Bay Club
Liam;Royaume-Uni;Chambre Supérieure;4;Novembre 2022;Groupe;Commentaire envoyé le 18 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Ivan;Bulgarie;Chambre Supérieure - Côté Lac;3;Novembre 2022;Couple;Commentaire envoyé le 16 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Veronika;Suisse;Chambre Supérieure - Côté Lac;3;Octobre 2022;Groupe;Commentaire envoyé le 16 novembre 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Chun;Royaume-Uni;Chambre Supérieure;2;Novembre 2022;Famille;Commentaire envoyé le 15 novembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Laura;Irlande;Chambre Supérieure;3;Novembre 2022;Famille;Commentaire envoyé le 15 novembre 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Esa;Koweït;Chambre Supérieure - Côté Lac;3;Novembre 2022;Couple;Commentaire envoyé le 11 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Hamad;Koweït;Chambre Supérieure - Côté Lac;1;Septembre 2022;Couple;Commentaire envoyé le 2 novembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Ali;Koweït;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 30 octobre 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Zeynep;Turquie;Chambre Supérieure - Côté Lac;1;Octobre 2022;Famille;Commentaire envoyé le 30 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Jackie;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2022;Groupe;Commentaire envoyé le 27 octobre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Sergey;Grèce;Chambre Supérieure - Côté Lac;5;Octobre 2022;Famille;Commentaire envoyé le 26 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Daniele;Italie;Chambre Supérieure;2;Octobre 2022;Famille;Commentaire envoyé le 26 octobre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Nouf;Arabie saoudite;Chambre Supérieure;2;Septembre 2022;Famille;Commentaire envoyé le 18 octobre 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Jake;Royaume-Uni;Chambre Supérieure;3;Octobre 2022;Famille;Commentaire envoyé le 17 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Troy;Australie;Chambre Supérieure;1;Septembre 2022;Couple;Commentaire envoyé le 17 octobre 2022;Assez médiocre ;3,0;;;0;Disney's Newport Bay Club
Claire;Royaume-Uni;Chambre Supérieure - Côté Lac;2;Octobre 2022;Famille;Commentaire envoyé le 16 octobre 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Gil;Israël;Chambre Supérieure;2;Octobre 2022;Groupe;Commentaire envoyé le 14 octobre 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Harrington;Irlande;Chambre Supérieure;2;Octobre 2022;Couple;Commentaire envoyé le 7 octobre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Laura;Porto Rico;Chambre Supérieure;2;Août 2022;Famille;Commentaire envoyé le 27 septembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Ryan;États-Unis;Chambre Club Compass (2 Adultes);4;Septembre 2022;Couple;Commentaire envoyé le 27 septembre 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Bobby;Royaume-Uni;Chambre Supérieure - Côté Lac;3;Septembre 2022;Famille;Commentaire envoyé le 25 septembre 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Nouf;Arabie saoudite;Chambre Supérieure;1;Septembre 2022;Famille;Commentaire envoyé le 20 septembre 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Meshal;Koweït;Chambre Supérieure;4;Septembre 2022;Famille;Commentaire envoyé le 18 septembre 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Raed;Arabie saoudite;Chambre Supérieure;2;Septembre 2022;Famille;Commentaire envoyé le 12 septembre 2022;Mauvais;1,0;;;0;Disney's Newport Bay Club
Mishaal;Arabie saoudite;Chambre Supérieure avec Terrasse;2;Août 2022;Famille;Commentaire envoyé le 17 août 2022;Décevant;4,0;;;0;Disney's Newport Bay Club
Luciana;Royaume-Uni;Chambre Supérieure;1;Août 2022;Famille;Commentaire envoyé le 14 août 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Moath;Arabie saoudite;Chambre Supérieure - Côté Lac;1;Août 2022;Famille;Commentaire envoyé le 10 août 2022;Exceptionnel;10;;;0;Disney's Newport Bay Club
Gail;Australie;Chambre Supérieure avec Terrasse;2;Juillet 2022;Groupe;Commentaire envoyé le 5 août 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Abdulla;Qatar;Chambre Supérieure - Côté Lac;3;Juillet 2022;Famille;Commentaire envoyé le 4 août 2022;Passable;5,0;;;0;Disney's Newport Bay Club
Jad;Qatar;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille;Commentaire envoyé le 2 août 2022;Fabuleux ;9,0;;;0;Disney's Newport Bay Club
Hamoud;Arabie saoudite;Chambre Supérieure avec Terrasse;1;Juillet 2022;Famille;Commentaire envoyé le 28 juillet 2022;Passable;5,0;;;0;Disney's Newport Bay Club
